0,0,0,1
4.23978e-06,-8.16789e-05,-0.000389623,1
0.000387567,-0.000839526,0.000166375,1
-0.000562293,-0.0018765,-0.00125621,0.999997
0.000159217,-0.00109769,5.14955e-05,0.999999
0.000239582,-0.00127552,7.44663e-05,0.999999
6.12748e-05,-0.00133676,-0.000180822,0.999999
-0.000236227,-0.00109366,-0.000257758,0.999999
-0.000186812,-0.00104603,-0.000146739,0.999999
-0.000137398,-0.00099839,-3.57206e-05,0.999999
-8.79839e-05,-0.000950753,7.52981e-05,1
-3.85697e-05,-0.000903117,0.000186317,1
1.08446e-05,-0.00085548,0.000297335,1
6.02588e-05,-0.000807844,0.000408354,1
9.3587e-05,-0.000947248,0.000299935,1
0.000126915,-0.00108665,0.000191516,0.999999
0.000160243,-0.00122606,8.30971e-05,0.999999
-5.17418e-05,-0.00102561,0.000328804,0.999999
-0.000241493,-0.000836577,0.000251168,1
-0.0001364,-0.00131813,0.000352787,0.999999
0.000190752,-0.000565308,-0.000151928,1
0.000177236,-0.00141042,0.000311215,0.999999
0.000250739,-0.000706911,-9.82561e-05,1
0.000431726,-0.000586102,-0.000327078,1
0.000576929,-0.000706858,-0.000245951,1
0.000722131,-0.000827614,-0.000164825,0.999999
0.000500847,-0.000950689,-0.000296295,0.999999
0.000279562,-0.00107376,-0.000427764,0.999999
0.000372026,-0.00117808,-0.000259349,0.999999
0.000390254,-0.00130149,-0.000120136,0.999999
0.000179486,-0.0016434,-0.000718636,0.999998
0.000365168,-0.00142919,-0.000204449,0.999999
0.000359304,-0.00139507,-8.29074e-05,0.999999
0.000184445,-0.00112944,-0.000190458,0.999999
0.000161632,-0.00145798,-0.000288789,0.999999
0.000310623,-0.00119509,-0.000229541,0.999999
0.000258923,-0.00124161,-0.000190139,0.999999
0.000207223,-0.00128813,-0.000150736,0.999999
0.000155523,-0.00133465,-0.000111334,0.999999
0.000103823,-0.00138117,-7.1931e-05,0.999999
5.21231e-05,-0.00142769,-3.25283e-05,0.999999
4.23124e-07,-0.00147421,6.87426e-06,0.999999
-5.12769e-05,-0.00152073,4.62769e-05,0.999999
-0.000102977,-0.00156724,8.56795e-05,0.999999
-0.000154677,-0.00161376,0.000125082,0.999999
-0.000206377,-0.00166028,0.000164485,0.999999
