0,0,0
-0.000198338,9.2575e-05,0.000461127
0.000301721,0.000238707,-0.000769171
0.00527993,0.00229492,-0.00516075
-0.000288334,0.00210925,0.000635123
-0.00387218,0.000169746,0.00164716
-0.00303173,-0.00225002,0.00290152
-0.0026985,-0.00439414,0.00335242
-0.0025764,-0.0045667,0.00226678
-0.00245436,-0.00473912,0.00118111
-0.00233239,-0.00491141,9.54101e-05
-0.00221048,-0.00508357,-0.000990318
-0.00208864,-0.00525559,-0.00207607
-0.00196687,-0.00542747,-0.00316186
-0.0022504,-0.00537693,-0.0024565
-0.00253411,-0.00532636,-0.00175122
-0.00281802,-0.00527579,-0.00104602
-0.00145236,-0.00342429,-0.000440908
-0.000236396,-0.00135486,-0.000207464
-0.00794464,-0.00776911,-0.00176929
-0.000175083,-0.000141099,-0.000795151
-0.00526823,-0.00573959,0.0017054
0.0026306,0.000341377,0.00156909
0.00524901,0.00216627,0.000623445
0.0048948,0.0018836,-7.29648e-05
0.0045408,0.00160106,-0.000769542
0.00324283,0.00149263,-0.00383714
0.00194558,0.00138318,-0.00690502
0.00230334,0.00149127,-0.00972117
0.00313493,0.00105825,-0.0112881
0.000438409,-2.55276e-06,0.00532561
0.00264864,-0.000539741,-0.00929352
0.00355519,-0.000325397,-0.0119812
0.00180394,-0.0010024,0.00022405
0.00185567,0.000191701,-0.0106781
0.00173705,0.000354274,-0.0117645
0.00231837,0.000360377,-0.0125248
0.00289976,0.000366447,-0.013285
0.00348122,0.000372484,-0.0140452
0.00406275,0.000378488,-0.0148053
0.00464435,0.000384459,-0.0155653
0.00522603,0.000390397,-0.0163253
0.00580777,0.000396302,-0.0170853
0.00638958,0.000402175,-0.0178452
0.00697146,0.000408014,-0.018605
0.00755342,0.00041382,-0.0193648
0.00813544,0.000419594,-0.0201245
0.00871753,0.000425335,-0.0208842
0.00766253,0.000538975,-0.0220769
0.00749392,0.000538034,-0.0224169
0.00655988,-0.000100538,-0.0228665
0.00562583,-0.000739302,-0.0233158
0.00469177,-0.00137826,-0.0237649
0.0037577,-0.0020174,-0.0242136
0.00303787,-0.000926392,-0.0239922
0.00328905,-0.000338204,-0.0191467
0.00353986,0.000248501,-0.0143009
0.00257983,0.000556304,-0.0138335
0.00196759,-0.000111704,-0.0111089
0.00399125,0.00145863,-0.0118863
0.00533433,0.00203086,-0.0110157
0.00622573,0.00266635,-0.0104085
0.00711722,0.00330178,-0.00980143
0.00783364,0.00383876,-0.0104126
0.00855032,0.00437566,-0.0110235
0.00926727,0.00491249,-0.0116341
0.00424736,-0.00142284,-0.00672437
-0.0246394,0.015828,-0.0344898
0.00521997,0.000730566,-0.0113561
0.00464857,0.00434903,-0.00610231
0.00273917,-0.00029809,-0.00853846
0.00168299,-0.00311972,-0.00943282
0.000768497,-0.00331229,-0.0115667
0.000655338,-0.0027034,-0.0145518
0.00341423,-0.000546404,-0.00468065
-0.000759444,-0.0027245,-0.0131063
-0.00211781,-0.00398813,-0.0190389
-0.000928405,-0.00547663,-0.0184758
-0.000429439,-0.00652232,-0.0168016
7.00717e-05,-0.00756818,-0.0151276
0.000570126,-0.00861421,-0.0134539
0.00107072,-0.00966042,-0.0117805
0.00140738,-0.00845797,-0.0102453
0.0017445,-0.0072559,-0.00870989
0.00129095,-0.00624946,-0.0077871
0.000837355,-0.00524294,-0.00686443
0.000383722,-0.00423632,-0.00594188
0.00241423,-0.00661451,-0.008194
0.00210709,-0.00668186,-0.00567247
0.00433126,-0.00245696,-0.00889934
0.00493747,-0.000948185,-0.0109768
0.00554351,0.000560215,-0.0130547
0.00560748,0.000427878,-0.0134904
0.00567151,0.000295449,-0.0139262
0.0057356,0.000162927,-0.0143619
0.00579974,3.03134e-05,-0.0147976
0.00586395,-0.000102393,-0.0152332
0.00592821,-0.000235192,-0.0156688
0.00599253,-0.000368084,-0.0161044
0.0060569,-0.000501068,-0.0165399
0.00601,0.000275842,-0.01383
0.00596257,0.00105112,-0.0111196
0.00591464,0.00182478,-0.00840878
0.00680528,0.0101,-0.00544836
0.00712807,0.000621906,-0.0207122
0.00818829,-1.43009e-06,-0.0161393
0.00871865,-0.000257896,-0.011398
0.00681132,0.000850119,-0.00942225
0.00490474,0.00195758,-0.00744543
0.00369919,0.00156223,-0.0126701
0.00514491,0.00100772,-0.00977623
0.00627985,0.00315861,-0.00856207
0.00565297,0.00456781,-0.0101114
0.0114339,0.00648579,-0.0220927
0.00732615,0.0066083,-0.00384752
0.00532296,0.000720601,-0.00864672
0.00499408,-0.00245743,-0.0108826
0.00553324,-0.00103144,-0.0109302
0.00607296,0.000394354,-0.0109773
0.0035883,-0.00131644,-0.00720405
0.00449671,0.00118024,-0.0125517
0.00644254,0.00258191,-0.0121377
0.00344449,-0.00334507,-0.0124703
0.00306595,-0.00260803,-0.0113614
0.00800351,0.00609398,-0.0145926
0.00666016,0.00781019,-0.0159899
0.00220509,0.00957531,-0.0114154
0.00514684,0.0036759,-0.0169112
0.000603075,0.00531859,-0.0048568
0.00609178,0.00409093,-0.0118096
0.00516136,0.00419544,-0.0137239
0.00226245,0.0061792,-0.0181528
0.00506405,0.0040202,-0.00326502
-0.0021981,0.00631966,-0.00898921
-0.00463242,0.00616996,-0.0139026
-0.00474085,0.016218,-0.000255923
-0.00972101,0.0160152,0.00163795
-0.0132924,0.0183392,0.00164407
-0.0161517,0.036216,0.00327866
-0.0162204,0.0488961,0.011287
-0.0131282,0.05635,0.0183234
-0.0119213,0.0656858,0.0210993
-0.0102676,0.0868357,0.0223536
-0.0119202,0.12026,0.0189167
-0.0115393,0.156086,0.0211247
-0.00937277,0.182393,0.0257287
-0.00321653,0.216514,0.0197515
0.00878126,0.262485,0.00549592
0.0186886,0.305927,-0.00193595
0.0247007,0.346644,-0.00207073
0.0271314,0.385335,-0.00134999
0.027115,0.422787,-0.00150536
0.0296799,0.44232,-0.000315726
0.0315166,0.473637,0.00131149
0.0354447,0.502736,0.00392494
0.038109,0.529174,0.00312079
0.0458481,0.542217,-0.000222701
0.0373712,0.546579,0.00760718
0.047235,0.556983,-0.00569165
0.0409172,0.565093,-0.0019864
0.0456763,0.569495,-0.00717152
0.0427589,0.577872,0.00110634
0.0460665,0.568309,0.00336674
0.0426898,0.563414,0.00122575
0.0370102,0.559223,0.00153822
0.0305968,0.565791,4.40666e-05
0.0167812,0.547485,0.0178487
0.00280461,0.529258,0.0356085
0.0195047,0.518082,0.025533
0.0206617,0.493253,0.014708
-0.00514973,0.465308,0.0110384
-0.0236853,0.428565,0.0179285
-0.04581,0.383747,0.0149826
-0.0770437,0.341072,0.00859317
-0.107482,0.293123,0.0229855
-0.106833,0.2526,0.00208413
-0.130957,0.231048,0.00216307
-0.153505,0.181428,0.0344164
-0.156412,0.140826,0.0308392
-0.172342,0.102814,0.0421427
-0.169908,0.0511324,0.0262445
-0.186018,0.0220528,0.026544
-0.200277,-0.000205944,0.0256621
-0.206001,-0.00715712,0.0255263
-0.210253,-0.0206607,0.0323563
-0.230992,-0.0237883,0.0226662
-0.225297,-0.0372769,0.0142627
-0.219616,-0.0507827,0.00587824
